Assenay (10320) - M. David GARNERIN
Assencières (10220) - M. Jean-Louis PINET
Assenoncourt (57260) - Mme Martine PELTRE
Asswiller (67320) - M. Norbert STAMMLER
Athienville (54370) - M. Stéphane MARCHAND
Athis (51150) - M. Jean-Loup EVRARD
Attancourt (52130) - Mme Bernadette GALICHER
Attenschwiller (68220) - M. Denis WIEDERKEHR
Attignéville (88300) - M. Frédéric POIRETTE
Attigny (08130) - Mme Chantal HENRIET
Attigny (88260) - Mme François JOLY
Attilloncourt (57170) - M. Patrick GAZIN
Atton (54700) - Mme Marléne CURINA-PRILLIEUX
Aube (57580) - M. Jean-Christophe MOULON
Aubepierre-sur-Aube (52210) - M. Jean-Michel CAVIN
Aubérive (51600) - M. Pascal LORIN
Auberive (52160) - M. Jean-Claude VOLOT
Aubeterre (10150) - M. Jean-Marie BEAUSSIER
Aubigny-les-Pothées (08150) - M. Alain MALHERBE
Aubilly (51170) - M. Bernard THIÉRY
Auboncourt-Vauzelles (08270) - M. Benoît CARIER
Auboué (54580) - M. Fabrice BROGI
Aubréville (55120) - M. Sébastien JADOUL
Aubrives (08320) - M. Fabien PRIGNON
Aubure (68150) - Mme Marie-Paule GAY
Audeloncourt (52240) - Mme Dominique BEGIN
Audun-le-Roman (54560) - M. René THIRY
Audun-le-Tiche (57390) - Mme Viviane FATTORELLI
Auflance (08370) - M. Jean-Marie TURCHI
Auge (08380) - M. Jean-Yves CHEVANNE
Augny (57685) - M. François HENRION
Aujeurres (52190) - M. Frederic POTTIER
Aulnay (10240) - M. Jacky CARTIER
Aulnay-l'Aître (51240) - M. Michel LONCLAS
Aulnay-sur-Marne (51150) - M. Philippe DESGROUAS
Aulnois (88300) - M. Alain MOUGENEL
Aulnois-en-Perthois (55170) - M. Serge MULLER
Aulnois-sur-Seille (57590) - M. Jean-Luc PROVOST
Aulnoy-sur-Aube (52160) - M. Bernard ODIN
Auménancourt (51110) - M. Christophe MAHUET
Aumetz (57710) - M. Gilles DESTREMONT
Aure (08400) - M. Cédric NICOLITCH
Aussonce (08310) - M. Bruno PONSIN
Authe (08240) - Mme Sylvie LEFORT
Autigny-la-Tour (88300) - Mme Dominique HUMBERT
Autigny-le-Grand (52300) - M. Pascal ROSSIGNON
Autigny-le-Petit (52300) - M. Romain COLLIN
Autrecourt-et-Pourron (08210) - M. Brice PARISOT
Autrécourt-sur-Aire (55120) - M. Thierry MIGOT
Autrepierre (54450) - M. Yves GRELOT
Autreville (88300) - M. Jean-Marie BIGEON
Autréville-Saint-Lambert (55700) - M. Jean-Marie BAUDIER
Autreville-sur-la-Renne (52330) - M. Patrice CLOSS
Autreville-sur-Moselle (54380) - M. Jean-Jacques BIC
Autrey (54160) - M. Vincent PEULTIER
Autrey (88700) - M. Jacques COLNE
Autruche (08240) - Mme Anne SEMBENI
Autry (08250) - M. Pascal Marie Albert BOXEBELD
Auve (51800) - M. Vincent ROUVROY
Auvillers-les-Forges (08260) - M. Miguel LEROY
Auxon (10130) - M. Thierry LORNE
Auzainvilliers (88140) - M. Jean-Bernard MANGIN
Avançon (08300) - M. Yvan LEFEVRE
Avant-lès-Marcilly (10400) - M. Michel DALLE
Avant-lès-Ramerupt (10240) - M. Denis MAILIER
Avaux (08190) - M. Didier MARBY
Avenay-Val-d'Or (51160) - M. Philippe MAUSSIRE
Avillers (54490) - M. Gérard THIRIAT
Avillers (88500) - M. Denis BASTIEN
Avillers-Sainte-Croix (55210) - M. François JAMIN
Avioth (55600) - M. Laurent GEOFFROY
Avirey-Lingey (10340) - Mme Magali REBOURS
Avize (51190) - M. Gilles DULION
Avocourt (55270) - M. Mario GEIS
Avolsheim (67120) - M. Pascal GEHIN
Avon-la-Pèze (10290) - M. Frédéric HAZOUARD
Avrainville (54385) - M. Jean-Louis CLAUDON
Avrainville (88130) - M. Michel FORTERRE
Avranville (88630) - M. Joël FRANÇAIS
Avrecourt (52140) - M. Alain LAMBERT
Avreuil (10130) - M. François DELCHER
Avricourt (54450) - M. Denis LAMBOTTE
Avricourt (57810) - M. Eric DENNY
Avril (54150) - M. Didier DANTE
Aÿ-Champagne (51160) - M. Dominique LÉVÊQUE
Ay-sur-Moselle (57300) - Mme Catherine LAPOIRIE
Aydoilles (88600) - M. Stéphane CHRISMENT
Azannes-et-Soumazannes (55150) - M. Hubert SELLIER
Azelot (54210) - M. Christian FORGET
Azerailles (54122) - Mme Rose-Marie FALQUE
Azoudange (57810) - M. Marc BARTEL
Baâlon (55700) - M. Jean-Pierre CORVISIER
Baâlons (08430) - M. Raoul CHARBONNEAUX
Baccarat (54120) - M. Christian GEX
Baconnes (51400) - M. Bruno GILLET
Bacourt (57590) - M. Thierry BELLOY
Badménil-aux-Bois (88330) - M. Thierry EURIAT
Badonviller (54540) - M. Bernard MULLER
Badonvilliers-Gérauvilliers (55130) - M. Jean-Pierre MARQUELET
Baerendorf (67320) - M. André KLEIN
Baerenthal (57230) - M. Serge WEIL
Bagneux (51260) - M. François MARTIN
Bagneux (54170) - M. Ludovic DELOCHE
Bagneux-la-Fosse (10340) - M. Éric GLORIEUX
Bailly-aux-Forges (52130) - Mme Valérie BONTEMPS
Bailly-le-Franc (10330) - M. Michel BOURGOIN
Bainville-aux-Miroirs (54290) - Mme Brigitte MEYER
Bainville-aux-Saules (88270) - M. Gérald NOËL
Bainville-sur-Madon (54550) - M. Benoit SKLEPEK
Bairon et ses environs (08390) - M. Benoît SINGLIT
Baissey (52250) - M. Patrick MIELLE
Balan (08200) - M. Alban COLLINET
Balbronn (67310) - M. Daniel REUTENAUER
Baldenheim (67600) - Mme Virginie MUHR
Baldersheim (68390) - M. Pierre LOGEL
Balgau (68740) - M. Philippe JEANDEL
Balham (08190) - M. Jean DURAND
Balignicourt (10330) - M. Pascal JOANOT
Ballay (08400) - M. Philippe THIRRIARD
Ballersdorf (68210) - M. Laurent WIEST
Balléville (88170) - M. Jean-Luc JEANMAIRE
Balnot-la-Grange (10210) - M. Patrice NOSLEY
Balnot-sur-Laignes (10110) - M. Eric FOURNIER
Balschwiller (68210) - M. Thierry JACOBERGER
Baltzenheim (68320) - M. Sébastien FRÉCHARD
Bambiderstroff (57690) - M. Christian ZWIEBEL
Ban-de-Laveline (88520) - M. Stéphane DEMANGE
Ban-de-Sapt (88210) - M. Serge ALEM
Ban-sur-Meurthe-Clefcy (88230) - Mme Sylvia DIDIERDEFRESSE
Bannay (51270) - Mme Muguette LEBON
Bannay (57220) - M. François GOSSLER
Bannes (51230) - M. Jean-Pierre CAIN
Bannes (52360) - M. Fabrice MARECHAL
Bannoncourt (55300) - Mme Véronique JACQUESSON
Banogne-Recouvrance (08220) - M. Cyril CARRE
Bantheville (55110) - M. André CORNETTE
Bantzenheim (68490) - M. Roland ONIMUS
Bar-le-Duc (55000) - Mme Martine JOLY
Bar-lès-Buzancy (08240) - Mme Sophie PONTOISE
Bar-sur-Aube (10200) - M. Philippe BORDE
Bar-sur-Seine (10110) - M. Dominique BARONI
Barbaise (08430) - M. Michel BOUQUET
Barbas (54450) - M. Gérard COUSTEUR
Barberey-Saint-Sulpice (10600) - M. Alain HUBINOIS
Barbey-Seroux (88640) - M. Bernard LIEGEOIS
Barbonne-Fayel (51120) - M. Jean-Louis BENOIST
Barbonville (54360) - M. Jean-Louis ROUMIER
Barbuise (10400) - M. Alain BOYER
Barby (08300) - M. Christian NOIZET
Barchain (57830) - M. Roger UNTERNEHR
Barembach (67130) - M. André MEYER
Barisey-au-Plain (54170) - M. Jean-Marie GERONDI
Barisey-la-Côte (54170) - M. Charles FRANCOIS
Baronville (57340) - M. Bernard JACQUOT
Baroville (10200) - Mme Marie-Noëlle RIGOLLOT
Barr (67140) - Mme Nathalie ERNST
Barst (57450) - M. Laurent PIERRE
Bartenheim (68870) - M. Bernard KANNENGIESER
Barville (88300) - M. Jean-Marie CREVISY
Baslieux (54620) - M. Daniel MULDER
Baslieux-lès-Fismes (51170) - Mme Lucie POLLET
Baslieux-sous-Châtillon (51700) - M. Xavier CARTON
Basse-Ham (57970) - M. Bernard VEINNANT
Basse-Rentgen (57570) - M. Eric GONAND
Basse-sur-le-Rupt (88120) - Mme Nadine PERRIN
Bassemberg (67220) - M. Emmanuel ESCHRICH
Bassing (57260) - M. Christian LEGRAND
Bassoncourt (52240) - Mme Béatrice BOURG
Bassu (51300) - Mme Laurence LE GUINIO-SQUELART
Bassuet (51300) - Mme Carole GANSTER
Bathelémont (54370) - M. Francis VIVIER
Batilly (54980) - Mme Marie-Christine RIGGI
Battenheim (68390) - M. Maurice GUTH
Battexey (88130) - M. Claude TALLOTTE
Battigny (54115) - M. Denis THOMASSIN
Batzendorf (67500) - Mme Isabelle DOLLINGER
Baudement (51260) - M. Gérard FRICAULT
Baudonvilliers (55170) - M. Marc NICOLE
Baudrecourt (52110) - M. Eric CUNY
Baudrecourt (57580) - Mme Martine BIZE
Baudrémont (55260) - Mme Brigitte WEISSE
Baudricourt (88500) - M. Didier CHERRIER
Baulny (55270) - M. Romain JACQUESSON
Bauzemont (54370) - M. Alain LOENTGEN
Bay-sur-Aube (52160) - M. Yves VAILLANT
Bayard-sur-Marne (52170) - M. Christian DUBOIS
Baye (51270) - M. Denis MOREAUX
Bayecourt (88150) - M. Gilbert FRANÇOIS
Bayel (10310) - Mme Laurence CAILLET-MEYER
Bayon (54290) - Mme Nicole CHARROIS-TARILLON
Bayonville (08240) - M. Philippe ETIENNE
Bayonville-sur-Mad (54890) - Mme Marie-Line ROCH
Bazailles (54620) - M. Pascal MOSCATO
Bazancourt (51110) - Mme Anne-Sophie ROMAGNY
Bazegney (88270) - M. Serge LHÔTE
Bazeilles (08140) - M. Francis BONNE
Bazeilles-sur-Othain (55600) - Mme Fabienne THOMAS
Bazien (88700) - M. Michel TOUSSAINT
Bazincourt-sur-Saulx (55170) - M. Francis COLIN
Bazoilles-et-Ménil (88500) - M. Bernard ANTOINE
Bazoilles-sur-Meuse (88300) - M. Bruno ORY
Bazoncourt (57530) - M. Dominique BERTRAND
Beauchemin (52260) - M. Jean VINCENT
Beauclair (55700) - M. François WATRIN
Beaufort-en-Argonne (55700) - M. Guy SANTOIRE
Beaufremont (88300) - M. Dominique MULLER
Beaulieu-en-Argonne (55250) - Mme Véronique LOUSSOUARN
Beauménil (88600) - Mme Odile SEURET
Beaumont (54470) - M. Christophe CIOLLI
Beaumont-en-Argonne (08210) - M. Francis CHAUMONT
Beaumont-en-Verdunois (55100) - M. Pierre LIBERT
Beaumont-sur-Vesle (51360) - M. André TETENOIRE
Beaunay (51270) - M. Maurice LOMBARD
Beausite (55250) - M. Didier ZAMBAUX
Bébing (57830) - Mme Marie-Paule BAZIN
Beblenheim (68980) - M. Antoine KLEIM
Béchamps (54800) - M. Didier LAPOINTE
Béchy (57580) - M. Gilles BECK
Beffu-et-le-Morthomme (08250) - Mme Laëtitia MARCHERAS
Begnécourt (88270) - M. Fabien GUERICOLAS
Behonne (55000) - M. Jérôme CHARDIN
Behren-lès-Forbach (57460) - M. Dominique FERRAU
Beine-Nauroy (51490) - M. Romain BONHOMME
Beinheim (67930) - M. Bernard HENTSCH
Bellange (57340) - M. Marcel CAMPADIEU
Belleau (54610) - M. Philippe BARTHELEMY
Bellefontaine (88370) - M. Philippe CLAUDON
Bellefosse (67130) - Mme Alice MOREL
Bellemagny (68210) - M. Christian BILGER
Belleray (55100) - M. Régis BROCARD
Belles-Forêts (57930) - Mme Marina HUSSON
Belleville (54940) - M. Dominique ROUBY
Belleville-et-Châtillon-sur-Bar (08240) - M. Claude DEBOURCES
Belleville-sur-Meuse (55430) - M. Yves PELTIER
Belmont (52500) - M. Michel ALLIX
Belmont (67130) - M. Guy HAZEMANN
Belmont-lès-Darney (88260) - M. Christian ADAM
Belmont-sur-Buttant (88600) - Mme Bernadette POIRAT
Belmont-sur-Vair (88800) - M. Florent HATIER
Belrain (55260) - M. Patrick GONDOUIN
Belrupt (88260) - Mme Isabelle FRESSE
Belrupt-en-Verdunois (55100) - M. Bernard GILSON
Belval (08090) - M. Michel NORMAND
Belval (88210) - M. Francis ALTAN
Belval-Bois-des-Dames (08240) - M. Bruno JUILLET
Belval-en-Argonne (51330) - M. Maxence GERARDOT
Belval-sous-Châtillon (51480) - M. Pascal NAILLON
Bénaménil (54450) - M. Bruno MINUTIELLO
Bendorf (68480) - M. Antoine ANTONY
Bénestroff (57670) - M. Francis JAYER
Beney-en-Woëvre (55210) - M. Daniel BERNARD
Benfeld (67230) - M. Jacky WOLFARTH
Béning-lès-Saint-Avold (57800) - Mme Simone RAMSAIER
Benney (54740) - M. Jean-Marc BOULANGER
Bennwihr (68126) - M. Francis DONATH
Bercenay-en-Othe (10190) - M. Jean-Pierre GITZHOFFEN
Bercenay-le-Hayer (10290) - M. Jacques LAVILLETTE
Berentzwiller (68130) - M. Gérard GROELLY
Berg (67320) - M. Jean-Pierre NICKLES
Berg-sur-Moselle (57570) - M. Denis NOUSSE
Bergbieten (67310) - M. Albert GOETZ
Bergères (10200) - Mme Florence PETIT
Bergères-lès-Vertus (51130) - Mme Eva VAUTRELLE
Bergères-sous-Montmirail (51210) - Mme Delphine BUREAUX DE PUSY DUMOTTIER DE LA FAYETTE-GOHIN
Bergheim (68750) - Mme Elisabeth SCHNEIDER
Bergholtz (68500) - M. Jean-Luc GALLIATH
Bergholtzzell (68500) - M. André WELTY
Bergnicourt (08300) - M. Cyrille MARQUÈS
Bérig-Vintrange (57660) - M. Guy BORN
Berling (57370) - M. Ernest HAMM
Berméricourt (51220) - M. Patrice CHRÉTIEN
Bermering (57340) - M. Denis SCHAEDGEN
Bernardswiller (67210) - M. Norbert MOTZ
Bernardvillé (67140) - M. André RISCH
Bernécourt (54470) - M. Claude Marie LEROY
Bernolsheim (67170) - M. Jean-Marc DIERSE
Bernon (10130) - M. Christian LANGARD
Bernwiller (68210) - M. Jean-Claude GRASSER
Berru (51420) - Mme Marie-Hélène BASTOGNE
Berrwiller (68500) - M. Fabian JORDAN
Berstett (67370) - M. Jean-Claude LASTHAUS
Berstheim (67170) - M. Rémy GOTTRI
Berthelming (57930) - M. Claude ERHARD
Bertignolles (10110) - Mme Dominique BOITHIER
Bertoncourt (08300) - M. Jean-Pierre BOIZET
Bertrambois (54480) - Mme Agnès RENCK
Bertrange (57310) - M. Jean-Luc PERRIN
Bertrichamps (54120) - Mme Laure VOURION
Bertrimoutier (88520) - M. Jacques NICOLLE
Bérulle (10160) - M. Gilles PLOUVIEZ
Berviller-en-Moselle (57550) - Mme Christine THIEL
Berzieux (51800) - M. Jacques TILLOY
Bessy (10170) - M. Jean-Marc THOMAS
Béthelainville (55100) - M. Pascal LEFRAND
Bétheniville (51490) - M. Jean-Jacques GOUAULT
Bétheny (51450) - M. Alain WANSCHOOR
Béthincourt (55270) - Mme Marie-Claude THIL
Bethon (51260) - M. Daniel GOMES DE PINHO
Bétignicourt (10500) - M. Guillaume BEUDOT
Betschdorf (67660) - M. Adrien WEISS
Bettainvillers (54640) - M. Hervé LHERBEIL
Bettancourt-la-Ferrée (52100) - M. Dominique LAURENT
Bettancourt-la-Longue (51330) - M. Jean-Marie TASSINARI
Bettange (57220) - M. Jean-Michel OGET
Bettborn (57930) - M. Pascal MARTIN
Bettegney-Saint-Brice (88450) - M. Jean François VIRION
Bettelainville (57640) - M. Bernard DIOU
Bettendorf (68560) - M. Jean ZURBACH
Betting (57800) - M. Roland RAUSCH
Bettlach (68480) - Mme Anne-Marie BIANCOTTI
Bettoncourt (88500) - M. Jean-Marie BREGEOT
Bettviller (57410) - M. Stéphan MULLER
Bettwiller (67320) - M. Gilbert HOLTZSCHERER
Beurey (10140) - M. Laurent CARRIC
Beurey-sur-Saulx (55000) - M. Gérard FILLON
Beurville (52110) - M. Laurent LALLEMENT
Beuveille (54620) - M. Jean-François AZZARA
Beuvezin (54115) - M. Hervé MANGENOT
Beuvillers (54560) - M. Joseph AMMENDOLEA
Beux (57580) - M. Bernard GUITTER
Bey-sur-Seille (54760) - Mme Colette MOUGEOT
Beyren-lès-Sierck (57570) - M. Philippe GAILLOT
Bezange-la-Grande (54370) - M. Laurent MASSEL
Bezange-la-Petite (57630) - M. Hervé SEVE
Bezannes (51430) - M. Dominique POTAR
Bezaumont (54380) - M. Didier LOMBARD
Bezonvaux (55100) - M. Maurice Michelet
Bibiche (57320) - M. Jean-Paul WEISTROFFER
Biblisheim (67360) - Mme Mireille CABIROL DE SAINT GEORGES
Bickenholtz (57635) - M. Sylvain HOLTZINGER
Bicqueley (54200) - M. André FONTANA
Bidestroff (57260) - M. Hervé BELLO
Biding (57660) - M. Christophe BADO
Biécourt (88170) - M. Roland TOCQUARD
Biederthal (68480) - Mme Danielle CORDIER
Biencourt-sur-Orge (55290) - M. Didier THIERY
Bienville-la-Petite (54300) - Mme Florence DUHAY
Biermes (08300) - M. Daniel FLOQUET

Abbans-Dessous (25320) - Mme Chantal VIPREY
Abbans-Dessus (25440) - Mme Florence PAUL
Abbenans (25340) - M. Victorio ZUAN
Abbévillers (25310) - M. Joël VERNIER
Abelcourt (70300) - M. Bernard JAMEY
Abergement-la-Ronce (39500) - Mme Joëlle LEPETZ
Abergement-le-Grand (39600) - M. Jean-Baptiste BAUD
Abergement-le-Petit (39800) - M. André VIONNET
Abergement-lès-Thésy (39110) - M. Rémy Marie Pierre VIENNET
Aboncourt-Gesincourt (70500) - Mme Sophie LARUE BOLIS
Accolans (25250) - Mme Marie-Odile BONDENET-DRUET
Achey (70180) - M. Claude BOURRIER
Achun (58110) - Mme Dominique JOYEUX
Adam-lès-Passavant (25360) - Mme Ghislaine DELEUZE
Adam-lès-Vercel (25530) - M. Laurent BRION
Adelans-et-le-Val-de-Bithaine (70200) - M. Jean-Marie BRINGOUT
Agencourt (21700) - M. Gilles SEGUIN
Agey (21410) - M. Philippe CHATILLON
Ahuy (21121) - M. Dominique GRIMPRET
Aibre (25750) - M. Pascal BOULADE
Aiglepierre (39110) - M. Jean-Marie RENAUD
Aignay-le-Duc (21510) - M. Frédéric BOURDENET
Aigremont (89800) - M. Frédéric MONTREYNAUD
Aillevans (70110) - M. Robert BADALAMENTI
Aillevillers-et-Lyaumont (70320) - M. Jean-Claude TRAMESEL
Ailloncourt (70300) - Mme Véronique AMBERT-GRANDJEAN
Ainvelle (70800) - M. Philippe LABACHE
Aiserey (21110) - M. Dominique JANIN
Aisey-et-Richecourt (70500) - M. Guy MERCIER
Aisey-sur-Seine (21400) - M. Gérard EME
Aïssey (25360) - M. Michel BARBIER
Aisy-sous-Thil (21390) - Mme Véronique ILLIG
Aisy-sur-Armançon (89390) - M. Olivier MURAT
Alaincourt (70210) - M. Antonin SIMOES
Alièze (39270) - Mme Josette BOURGEOIS
Alise-Sainte-Reine (21150) - Mme Amandine MONARD
Allenjoie (25490) - M. Jean FRIED
Allerey (21230) - M. Robert FEURTET
Allerey-sur-Saône (71350) - M. Pierre RAGEOT
Allériot (71380) - Mme Brigitte BEAL
Alligny-Cosne (58200) - M. Philippe BOURGEOIS
Alligny-en-Morvan (58230) - Mme Marie-Christine GROSCHE
Allondans (25550) - Mme Agnès MARTIN
Alluy (58110) - M. Patrice BONNET
Aloxe-Corton (21420) - M. Maurice CHAPUIS
Aluze (71510) - Mme Andrée DOUHERET
Amage (70280) - M. Bruno HEYMANN
Amagney (25220) - M. Thomas JAVAUX
Amance (70160) - M. Jean-Marie BERTIN
Amancey (25330) - M. Philippe MARECHAL
Amange (39700) - M. Daniel BERNARDIN
Amanzé (71800) - M. Philippe PAPERIN
Amathay-Vésigneux (25330) - M. Alexandre COULET
Amazy (58190) - M. Philippe LAGUIGNER
Ambiévillers (70210) - M. Michel BORDOT
Amblans-et-Velotte (70200) - M. Gilles SIMÉON
Ameugny (71460) - Mme Virginie LOGEROT
Amoncourt (70170) - Mme Marianne PARFAIT
Amondans (25330) - M. Serge MONNET
Amont-et-Effreney (70310) - M. François GROSJEAN
Ampilly-le-Sec (21400) - M. René REGNAULT
Ampilly-les-Bordes (21450) - M. Luc BABOUILLARD
Ancey (21410) - M. Benjamin VASSEUR
Anchenoncourt-et-Chazel (70210) - M. Michel DELAITRE
Ancier (70100) - Mme Nadine DAGUET
Ancy-le-Franc (89160) - M. Emmanuel DELAGNEAU
Ancy-le-Libre (89160) - Mme Véronique BURGEVIN
Andelarre (70000) - Mme Evelyne CHAVANNE
Andelarrot (70000) - M. Gérard COUSIN
Andelnans (90400) - M. Bernard MAUFFREY
Andelot-en-Montagne (39110) - M. Pascal VOLPOET
Andelot-Morval (39320) - M. Bruno CIOE
Andornay (70200) - M. Denis LEDOUX
Andryes (89480) - M. Jean-Marc LEGER
Angely (89440) - M. Philippe TRESPALLE
Angeot (90150) - M. Michel NARDIN
Angirey (70700) - Mme Chantal FARADON
Anglure-sous-Dun (71170) - M. Jean-Claude VASSAN
Anjeux (70800) - M. Sylvain PETITGENET
Anjoutey (90170) - M. Jean-Pierre BRINGARD
Anlezy (58270) - M. Jean DESIR
Annay (58450) - M. Christian MARTIN
Annay-la-Côte (89200) - Mme Chantal GUIGNEPIED
Annay-sur-Serein (89310) - M. Jean-Marie MAURICE
Annéot (89200) - M. Pascal GERMAIN
Annoire (39120) - M. Christian LAGALICE
Annoux (89440) - M. Bruno CHARMET
Anost (71550) - M. Louis BASDEVANT
Anteuil (25340) - M. Gérard JOUILLEROT
Antheuil (21360) - Mme Martine SEGUIN
Anthien (58800) - Mme Sandrine GAILLARD
Antigny-la-Ville (21230) - M. Laurent BERNOT
Antully (71400) - M. Patrick LAUFERON
Anzy-le-Duc (71110) - M. Jean Marc POMMIER
Appenans (25250) - M. Cyril SIMONIN
Appoigny (89380) - M. Magloire Steve SIOPATHIS
Apremont (70100) - M. Jean-Marie CHAUDOT
Arbecey (70120) - M. Régis LECORNEY
Arbois (39600) - Mme Valérie DEPIERRE
Arbouans (25400) - M. Thierry GABLE
Arbourse (58350) - M. Patrick PRUVOT
Arc-et-Senans (25610) - M. Jacques MAURICE
Arc-lès-Gray (70100) - M. Xavier COQUIBUS
Arc-sous-Cicon (25520) - M. Benoit VIENNET
Arc-sous-Montenot (25270) - M. Patrick GRILLON
Arc-sur-Tille (21560) - M. Patrick MORELIÈRE
Arceau (21310) - M. Bruno BETHENOD
Arcenant (21700) - M. Jean-Paul SÉRAFIN
Arces-Dilo (89320) - Mme Annie BAKOUR
Arcey (21410) - M. Julien ANDRZEJEWSKI
Arcey (25750) - M. Michel VERDIERE
Archelange (39290) - M. Thierry GAUTHRAY-GUYENET
Arçon (25300) - M. Jean-Michel PUJOL
Arconcey (21320) - Mme Maud MILLANVOYE
Arcy-sur-Cure (89270) - M. Olivier BERTRAND
Ardon (39300) - Mme Chantal MARTIN
Aresches (39110) - M. Stéphane HENARD
Argentenay (89160) - Mme Catherine CORBET-TRONEL
Argenteuil-sur-Armançon (89160) - M. Patrice MUNIER
Argiésans (90800) - M. Roger LAUQUIN
Argillières (70600) - M. Bernard THIERRY
Argilly (21700) - M. Antonio COBOS
Arinthod (39240) - M. Jean-Charles GROSDIDIER
Arlay (39140) - M. Christian BRUCHON
Arleuf (58430) - M. Jean-Luc BLANDIN
Armeau (89500) - Mme Catherine TOULLIER
Armes (58500) - Mme Françoise WITTMER
Arnay-le-Duc (21230) - M. Benjamin LEROUX
Arnay-sous-Vitteaux (21350) - M. Jean-François LALLEMANT
Aromas (39240) - Mme Evelyne ROZEK
Aroz (70360) - M. Noël LANGROGNET
Arpenans (70200) - Mme Elisabeth SIEGER
Arquian (58310) - Mme Cécile BECKER
Arrans (21500) - Mme Françoise MAY
Arsans (70100) - M. Daniel RAILLARD
Arsure-Arsurette (39250) - Mme Catherine ROUSSET
Artaix (71110) - M. Eric NEVERS
Arthel (58700) - M. Marc FAUCHE
Arthonnay (89740) - Mme Josiane ROUSSEAU
Arzembouy (58700) - M. Raphaël HAGHEBAERT
Asnan (58420) - M. Patrick RIOLINO
Asnans-Beauvoisin (39120) - M. Éric FLUCHON
Asnières-en-Montagne (21500) - Mme Carine PETRY
Asnières-lès-Dijon (21380) - Mme Patricia GOURMAND
Asnières-sous-Bois (89660) - M. François ROUX
Asnois (58190) - M. Christophe DENIAUX
Asquins (89450) - M. Philippe VEYSSIÈRE
Athée (21130) - M. Gilbert MAZAUDIER
Athesans-Étroitefontaine (70110) - M. Alain BIZZOTTO
Athie (21500) - M. Pascal LHUILLIER
Athie (89440) - M. Nicolas ROBERT
Attricourt (70100) - Mme Dominique BERGEROT
Aubaine (21360) - Mme Monique FEBVRE
Aubigny-en-Plaine (21170) - M. Manuel FERNANDEZ
Aubigny-la-Ronce (21340) - M. Gérard ROY
Aubigny-lès-Sombernon (21540) - M. Jean-Philippe MONTUELLE
Aubonne (25520) - M. Pierre COMBE
Audelange (39700) - M. Bernard GUERRIN
Audeux (25170) - Mme Françoise GALLIOU
Audincourt (25400) - M. Martial BOURQUIN
Augea (39190) - M. Jean-Denis AMET
Augerans (39380) - M. Alain DEJEUX
Augicourt (70500) - M. Alain JUTZI
Augisey (39270) - M. Daniel BLANCHON
Augy (89290) - M. Nicolas BRIOLLAND
Aulx-lès-Cromary (70190) - M. Jean-Paul RUSSY
Aumont (39800) - M. Yves DÉCOTÉ
Aumur (39410) - M. Bruno CHEVAUX
Aunay-en-Bazois (58110) - M. Patrick CHAUSSAT
Autechaux (25110) - M. Jean-Yves BRUNELLA
Autechaux-Roide (25150) - M. Pascal TOURNOUX
Autet (70180) - M. Dominique PERILLOUX
Authiou (58700) - M. Pierre DE BECQUE
Authoison (70190) - M. Jérémie DENOIX
Authume (39100) - M. Grégory SOLDAVINI
Authumes (71270) - M. Joël MARTIN
Autoreille (70700) - Mme Catherine LIND
Autrechêne (90140) - Mme Corinne AYMONIER
Autrey-le-Vay (70110) - M. Charles GRANET
Autrey-lès-Cerre (70110) - M. Patrice COLNEY
Autrey-lès-Gray (70100) - M. Jérôme SACCOMANI
Autricourt (21570) - Mme Isabelle ROUMIER
Autun (71400) - M. Vincent CHAUVET
Auvet-et-la-Chapelotte (70100) - M. Thierry BEUCHET
Auvillars-sur-Saône (21250) - M. Marc JAUDAUX
Auxange (39700) - M. Jean-Claude ROBERT
Auxant (21360) - M. Jean-Paul GIBOULOT
Auxelles-Bas (90200) - M. Jonathan GROSCLAUDE
Auxelles-Haut (90200) - M. Arnaud ZIEGLER
Auxerre (89000) - M. Crescent MARAULT
Auxey-Duresses (21190) - M. Bernard BATTAULT
Auxon (70000) - Mme Isabelle FRANCK-GRANDIDIER
Auxonne (21130) - M. Jacques-François COIQUIL
Auxy (71400) - M. Stéphane FAVRE
Avallon (89200) - M. Jean-Yves CAULLET
Avanne-Aveney (25720) - Mme Marie-Jeanne BERNABEU
Avelanges (21120) - M. Sylvain REBÉROL
Avignon-lès-Saint-Claude (39200) - Mme Caroline BRAUN
Avilley (25680) - M. Philippe JANUEL
Avosnes (21350) - M. Adrien MENETRIER
Avot (21580) - M. Bernard GUILLEMOT
Avoudrey (25690) - M. Gilbert DISTEL
Avrée (58170) - M. Georges CHATEAU
Avrigney-Virey (70150) - M. Gérard CREUX
Avril-sur-Loire (58300) - Mme Elisabeth ESCURAT
Azé (71260) - M. Patrick MONIN
Azy-le-Vif (58240) - M. Didier RENARD
Badevel (25490) - M. Samuel GOMES
Bagneaux (89190) - M. William GEORGES
Bagnot (21700) - Mme Mary-Claude THURILLAT
Baignes (70000) - M. Denis BOURDON
Baigneux-les-Juifs (21450) - M. Didier ROBIN
Balaiseaux (39120) - M. Gérard MICHAUD
Balanod (39160) - M. Michel PERRET
Ballore (71220) - M. Paul DUMONTET
Balot (21330) - M. Cédric GHEERAERT
Bannans (25560) - M. Louis GIROD
Bans (39380) - Mme Stéphanie DESARBRES
Bantanges (71500) - M. Jean-Michel REBOULET
